http://stsgroupbd.com/aug/ee/secure/cmd-login=18557d58fe20d5725d5811d015bf0053/,1
http://okooo.com/,0
http://writerscolony.org/,0
http://paypalsecurity.com.cy.cgi-bin.webscr.cmd.login-submit.dispatch.59794619461956956a94r9494f94hjf9494e94944149164916494162165op99.sneezin.com/security.com.cy.cgi-bin.webscr.cmd.login-submit.dispatch.59794619461956956a94r9494f94hjf9494e94944149164916494162165/security.com.cy.cgi-bin.webscr.cmd.login-submit.dispatch.59794619461956956a94r9494f94hjf9494e94944149164916494162165/,1
http://publikeco.com/,0
https://nextpage201.tumblr.com/,1
http://www.herrimanhigh.org/wp-includes/SimplePie/Data/0d953900ffa99b2c148293b784c4d630/,1
http://jacobmanceaux.com/gto/Harsh-tag.aaorjn/a5e05a81367bfb24fcb25bb117c6b4d2,1
http://match902pics.890m.com/index.htm,1
http://www.roigaming.com/chikkka/voucher/voucher/domain/?rand=WebAppSecurityservice=mail,1
http://parkour-online.com/,0
http://swarb.co.uk/,0
http://www.ktv-dravograd.si/templates/,1
http://michaelbullocks.com/Budget/G-Suite/rehto.php,1
http://www.dcm1.eim.ae.fulfillmentireland.ie/login.php?cmd=login_submit&amp;id=74604898edd107a8ee579be81eda0c7874604898edd107a8ee579be81eda0c78&amp;session=74604898edd107a8ee579be81eda0c7874604898edd107a8ee579be81eda0c78,1
http://www.yarabi-fajiha-3iya.shop/montadahome.html,1
http://ounb.km.ua/,0
http://kobieceinspiracje.pl/,0
http://aleteia.org/,0
https://linkedupdate.yolasite.com/,1
http://www.pickleball.global/brentwole/newwiresult/garyspeed/6ad6e0f038222f855db33b2f0034e030/,1
http://jetzt-abnehmen-24.de/,0
http://www.morellicamerenumana.it/administrator/templates/system/html/dropbox,1
http://nerotech.co.za/wp-includes/ID3/office/Sign_in/index.php?loginid=abuse@aexp.com,1
http://oceanperfumes.co.uk/,0
http://www.sravisankar.com/usavisaprocess.php,1
http://www.hotelcasasolisabela.com/templates/system/images/exel/index.html,1
http://handicat.com/,0
http://bursasporum.com/,0
http://globalautosports.com/,0
http://autoua.net/,0
http://fpmaam.org/antsafiderana/AMAFI/webmail-email-upgrading-service/MicrosoftEmailUpgrade.html,1
http://www.707eats.com/media/system/swf/PORTAL/bradesco24hrs/seguranca_201.10.192/central/informar_dados.php?=31U4UJV6G5MPL4LXJARCX4,1
http://ufukbasoglu.net/wp-content/uploads/2013/,1
http://adamdennis.info/wp-includes/mailbox/,1
http://pilates-montreal.com/,0
http://bugmansbrewery.com/,0
http://chase.matematicasmisticas.com/chase.online/Validation/step2.php?cmd=login_submit,1
http://www.familycare.com/wp-admin/network/Arch/Archive,1
http://djangosnippets.org/,0
http://museums.ch/,0
http://worldsuperstitions.blogspot.com/,0
http://landsd.gov.hk/,0
http://kerbalspace.ru/,0
http://www.kranskotaren.se/wordpress/wp-content/file/host/host/verification.php,1
http://ltlyqgo6-site.1tempurl.com/page-terms/recovery-answer.html?=10065877425?fb_source=bookmark_apps&amp;ref=bookmarks&amp;count=0&amp;fb_bmpos=login_failed,1
https://wqdwqdq2424.000webhostapp.com/recovery-answer.html?=10065877425?fb_source=bookmark_apps,1
http://www.edumark.ase.ro/RePEc/rmko/4/abc/index.php,1
http://nerlitechnology.com/mymail/8285/f3fb825d1ed2dae4e2b7a8b7a94eb230/aHR0cHM6Ly9saW5rZWRpbi5jb20,1
http://pohmelje.ru/,0
http://pbgfl.com/,0
http://intelligence-informatique.fr.nf/SAMI/JAVA/,1
http://procycle.us/,0
http://www.ogplan.com.br/deb/Gdoc/dropbox/,1
http://tfs.cl/plugins/content/gdoc,1
http://mulligansfamilyfun.com/groups/2016DocDriveInc/,1
http://www.lovelyangellady.com/templates/protostar/img/tmp/tmp/ubs.com/INTERNAL-HPPROMOTEASER-/ubs/UBSS/3-DSecure-Login.htm,1
http://mayorstime.com/Herb/,1
http://aucklandmuseum.com/,0
http://esfr.esy.es/,1
http://murdermap.co.uk/,0
http://caiaero.com/update/pageo/ii.php?rand=13InboxLightaspxn.1774256418,1
http://spminstrument.se/,0
http://lottogenie.com/,0
https://exchange.lactalis.us/owa/itdeskse2233vicedesk2.000webhostapp.com,1
http://lawritersgroup.com/,0
http://foxspizza.com/,0
http://casio.com/,0
http://capitalcamps.org/,0
http://www.dewatrading.com/components/com_contact/views/contact/tmpl/host/,1
http://yvonne.com.sa/document/newdropbox/index.html,1
http://elevagedulys.com/,0
